SITE_CODE,SURVEY_DATE,SURVEY_AREA_SQM,SURVEY_HABITAT,SURVEY_REASON,SURVEY_PRIMAY_OFFICER,SURVET_SECONDARY_OFFICER,SURVEY_COMMENTS,SURVEY_SPECIES,LARVAL_DENSITY_1,LARVAL_DENSITY_2,LARVAL_DENSITY_3,LARVAL_DENSITY_4,LARVAL_DENSITY_P,LARVAL_DENSITY_AV,LANDING_RATE_SPECIES,LAND_RATE,TREATMENT_DATE,TREATMENT_AREA_SQM,TREATMENT_PRIMARY_OFFICER,TREATMENT_SECONDARY_OFFICER,TREATMENT_COMMENT,TREATMENT_METHOD,TREATMENT_CONTROL_AGENT,Qty (kg),Rate,EVALUATION_DATE,EVALUATION_OFFICER,EVALUATION_MET,SPECIES,SAMPLE_STAGE_1,SAMPLE_STAGE_2,SAMPLE_STAGE_3,SAMPLE_STAGE_4,SAMPLE_STAGE_P,SAMPLE_STAGE_AD,MORTAILTY_LAR,MORTALITY_P,MORTALITY_AD,MORTALITY_TOTAL,RUN_FORM_7
RB14.12,22/03/2011,50000,Salt,Tidal Inundation,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.11,22/03/2011,200000,Fresh,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,5,4,,,,9,,,22/03/2011,10000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),7,7,,,,,,,,,,,,,,,
RB14.10,22/03/2011,10000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,6,6,,,,12,,,22/03/2011,10000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),7,7,,,,,,,,,,,,,,,
RB11.1,22/03/2011,120000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,6,6,,,,12,,,22/03/2011,60000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),42,7,,,,,,,,,,,,,,,
RB11.3,22/03/2011,5000,Salt,Tidal Inundation,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCIS.2,22/03/2011,10000,Salt,Tidal Inundation,PB,,7. Breeding under mangroves,1. Ae. Vigilax,,2,3,,,5,,,23/03/2011,14000,TR,,11. McDermotts Aviation used,Aerial,5. Vectobac WG (kg),0.49,0.35,25/03/2011,PB,Field,1. Ae. Vigilax,,,,,,,100,,,100,
RB42.1,24/03/2011,4000,Fresh,Recent Rain,RM,,5. Breeding mainly in shallow pools,29. Unidentified,2,2, ,,,4,,,24/03/2011,2000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
RB3.1,24/03/2011,4000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.7,24/03/2011,300,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.16,24/03/2011,20000,Fresh,Tidal Inundation,PM,,5. Breeding mainly in shallow pools,8. Cx. Annulirostris,,10,2,,,20,1. Ae. Vigilax,1. None,24/03/2011,20000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),4,7,,,,,,,,,,,,,,,
WP22.5,24/03/2011,20000,Salt,Tidal Inundation,PM,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,5,4,,,20,1. Ae. Vigilax,1. None,24/03/2011,20000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),4,7,,,,,,,,,,,,,,,
WP22.3,24/03/2011,1750,Fresh,Tidal Inundation,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,4,4,,,20,1. Ae. Vigilax,1. None,24/03/2011,1750,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),2,7,,,,,,,,,,,,,,,
WP22.20,24/03/2011,4000,Brackish,Tidal Inundation,PM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,10,5,,,20,1. Ae. Vigilax,1. None,24/03/2011,4000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),2,7,,,,,,,,,,,,,,,
RUIS.1,24/03/2011,33365,Dry,Routine,PB,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.6,24/03/2011,500,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.1,25/03/2011,1200,Salt,Routine,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,2,,,8,,,25/03/2011,1200,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.84,7,,,,,,,,,,,,,,,
RB24.2,25/03/2011,350,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,, , , , , , , , , , ,, , ,, , ,,,,,,,,,,,,,,,
RB24.3,25/03/2011,400,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.4,25/03/2011,2000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.2,25/03/2011,4000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.3,25/03/2011,2000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.4,25/03/2011,50000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W44.1,25/03/2011,150000,Salt,Tidal Inundation,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G12.2,25/03/2011,5000,Salt,Tidal Inundation,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G12.3,25/03/2011,10000,Salt,Tidal Inundation,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G12.4,25/03/2011,47000,Salt,Tidal Inundation,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.1,25/03/2011,1000,Salt,Tidal Inundation,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.2,25/03/2011,100,Drain,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.3,25/03/2011,300,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.4,25/03/2011,5700,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.5,25/03/2011,100,Drain,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.10,25/03/2011,10000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.11,25/03/2011,200000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIS.2,28/03/2011,1000,Brackish,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL32.1,31/03/2011,5200,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL32.5,31/03/2011,50000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.2,31/03/2011,4000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,2,,,6,,,31/03/2011,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
RB14.3,31/03/2011,2000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,2,,,6,,,31/03/2011,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
RB14.4,31/03/2011,50000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB42.1,31/03/2011,3000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,2,2,,,7,,,31/03/2011,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
RB42.2,31/03/2011,500,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.6,31/03/2011,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.7,31/03/2011,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB3.1,31/03/2011,4000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB12.4,31/03/2011,100,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSIS.10,4/04/2011,5000,Salt,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,4/04/2011,10000,RM,,8. Site only partly inundated,Ground,2. Prolink Pellets (kg),3,3,,,,,,,,,,,,,,,
NSIS.17,4/04/2011,10000,Fresh,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,4/04/2011,15000,RM,,9. Site flooded,Ground,2. Prolink Pellets (kg),4.5,3,,,,,,,,,,,,,,,
NSIS.11,4/04/2011,5000,Fresh,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSIS.20,4/04/2011,2000,Fresh,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSIS.13,4/04/2011,5000,Fresh,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSIS.14,4/04/2011,5000,Fresh,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSIS.16,4/04/2011,10000,Fresh,Routine,RM,,6. Breeding mainly in open areas,29. Unidentified,,2,,,,2,,,4/04/2011,10000,RM,,9. Site flooded,Ground,2. Prolink Pellets (kg),3,3,,,,,,,,,,,,,,,
RB21.1,5/04/2011,1000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.2,5/04/2011,110,Drain,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.3,5/04/2011,300,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.3,5/04/2011,5700,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.5,5/04/2011,100,Drain,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.1,5/04/2011,1200,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,,,,6,,,5/04/2011,1200,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.84,7,,,,,,,,,,,,,,,
RB24.2,5/04/2011,350,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,,,,6,,,5/04/2011,350,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.245,7,,,,,,,,,,,,,,,
RB24.3,5/04/2011,400,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,4,3,2,,,9,,,5/04/2011,400,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.04,7,,,,,,,,,,,,,,,
RB24.4,5/04/2011,2000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.6,5/04/2011,300,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,2,,,6,,,5/04/2011,300,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.21,7,,,,,,,,,,,,,,,
RB13.7,5/04/2011,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB3.1,5/04/2011,4000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL32.1,6/04/2011,5200,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,5200,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),1.56,3,,,,,,,,,,,,,,,
CL32.5,6/04/2011,5000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.2,6/04/2011,4000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,3,,,9,,,6/04/2011,4000,TR,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),1.2,3,,,,,,,,,,,,,,,
RB14.3,6/04/2011,2000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,3,,,9,,,6/04/2011,2000,TR,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),0.6,3,,,,,,,,,,,,,,,
RB14.4,6/04/2011,50000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.5,6/04/2011,1500,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,4,2,2,,,8,,,6/04/2011,1500,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.45,3,,,,,,,,,,,,,,,
RB14.6,6/04/2011,1500,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,4,2,2,,,8,,,6/04/2011,1500,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.45,3,,,,,,,,,,,,,,,
RB14.7,6/04/2011,350,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,4,2,2,,,8,,,6/04/2011,350,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.105,3,,,,,,,,,,,,,,,
RB14.9,6/04/2011,150,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,150,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.045,3,,,,,,,,,,,,,,,
RB42.1,6/04/2011,3000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,3,,,9,,,6/04/2011,3000,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.9,3,,,,,,,,,,,,,,,
RB42.2,6/04/2011,1000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,1000,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.3,3,,,,,,,,,,,,,,,
RB14.11,6/04/2011,120000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,3,,,,5,,,6/04/2011,5000,TR,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),1.5,3,,,,,,,,,,,,,,,
RB12.1,6/04/2011,6500,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,2000,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),1.3,3,,,,,,,,,,,,,,,
RB12.4,6/04/2011,100,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,100,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.03,3, , ,,,,,,,,,,,,,
RB11.2,6/04/2011,2500,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,2,,,6,,,6/04/2011,2500,TR,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),0.75,3,,,,,,,,,,,,,,,
RB11.5,6/04/2011,300,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,2,,,6,,,6/04/2011,300,TR,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),0.09,3,,,,,,,,,,,,,,,
WP33.7,6/04/2011,400,Drain,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,400,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.100,3,,,,,,,,,,,,,,,
WP33.5,6/04/2011,3400,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,3400,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.400,3,,,,,,,,,,,,,,,
WP33.4,6/04/2011,400,Drain,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,400,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.100,3,,,,,,,,,,,,,,,
WP33.6,6/04/2011,500,Drain,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,500,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.100,3,,,,,,,,,,,,,,,
WP33.2,6/04/2011,100,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,100,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.100,3,,,,,,,,,,,,,,,
WP33.3,6/04/2011,2400,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,2400,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.500,3,,,,,,,,,,,,,,,
WP34.1,6/04/2011,2900,Brackish,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,2900,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.500,3,,,,,,,,,,,,,,,
WP34.2,6/04/2011,4500,Brackish,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,4500,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.500,3,,,,,,,,,,,,,,,
WP34.4,6/04/2011,500,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,500,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.200,3,,,,,,,,,,,,,,,
WP32.2,6/04/2011,5200,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,5200,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),1,3,,,,,,,,,,,,,,,
WP34.3,6/04/2011,420,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,6/04/2011,420,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),0.100,3,,,,,,,,,,,,,,,
R12.1,7/04/2011,2000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,3,3,,,8,,,6/04/2011,2000,TR,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),0.6,3,,,,,,,,,,,,,,,
R12.2,7/04/2011,100,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,7/04/2011,100,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.03,3,,,,,,,,,,,,,,,
R12.7,7/04/2011,35000,Swamp,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB11.6,7/04/2011,2000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,7/04/2011,2000,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.6,3,,,,,,,,,,,,,,,
RB22.1,7/04/2011,1000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,7/04/2011,1000,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.3,3,,,,,,,,,,,,,,,
RB22.2,7/04/2011,110,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,7/04/2011,110,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.03,3,,,,,,,,,,,,,,,
WP22.16,7/04/2011,10000,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,7/04/2011,10000,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),1.5,3,,,,,,,,,,,,,,,
WP22.22,7/04/2011,5000,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,7/04/2011,5000,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),1,3,,,,,,,,,,,,,,,
WP22.5,7/04/2011,20000,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,7/04/2011,20000,PM,,1. No breeding,Ground,2. Prolink Pellets (kg),3,3,,,,,,,,,,,,,,,
RB14.12,11/04/2011,20000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,,2,2,1,,5,,,11/04/2011,5000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.5,7,,,,,,,,,,,,,,,
RB14.4,11/04/2011,10000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,,2,1,,,3,,,11/04/2011,2000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
RB14.7,11/04/2011,2000,Fresh,Recent Rain,RM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,1,1,,2,,,11/04/2011,1000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
CL43.6,11/04/2011,1000,Fresh,Recent Rain,RM,,6. Breeding mainly in open areas,29. Unidentified,,5,3,,,8,,,11/04/2011,2000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
CL43.6,11/04/2011,1000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,2000,RM,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),0.6,3,,,,,,,,,,,,,,,
CL43.7,11/04/2011,2000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL13.1,11/04/2011,10000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL13.2,11/04/2011,2000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,,,,,,,,,11/04/2011,2000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
CL13.4,11/04/2011,5000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL13.2,11/04/2011,2000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,,,,,,,,,11/04/2011,2000,RM,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),0.6,3,,,,,,,,,,,,,,,
CL31.16,11/04/2011,3000,Brackish,Recent Rain,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,,,,,,,,,11/04/2011,3000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.1,7,,,,,,,,,,,,,,,
CL31.14,11/04/2011,3000,Brackish,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,3000,RM,,1. No breeding,Ground,1. Prolink Prosand (kg),0.9,3,,,,,,,,,,,,,,,
CL31.16,11/04/2011,3000,Brackish,Recent Rain,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,,,,,,,,,11/04/2011,3000,RM,,6. Breeding mainly in open areas,Ground,1. Prolink Prosand (kg),0.9,3,,,,,,,,,,,,,,,
WP22.16,11/04/2011,15000,Salt,Routine,PM,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,10,4,,,,1. Ae. Vigilax,1. None,11/04/2011,1500,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1,7,,,,,,,,,,,,,,,
WP22.5,11/04/2011,20000,Salt,Routine,PM,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,5,5,,,,1. Ae. Vigilax,1. None,11/04/2011,20000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),4,7,,,,,,,,,,,,,,,
WP22.16,11/04/2011,10000,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,10,5,10,,,,1. Ae. Vigilax,1. None,11/04/2011,10000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),2,7,,,,,,,,,,,,,,,
EP33.7,11/04/2011,20000,Salt,Routine,PM,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,15,4,,,,1. Ae. Vigilax,1. None,11/04/2011,20000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),4,7,,,,,,,,,,,,,,,
WP22.3,11/04/2011,1750,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,5,10,4,,,,1. Ae. Vigilax,1. None,11/04/2011,1750,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1,7,,,,,,,,,,,,,,,
WP22.20,11/04/2011,4000,Salt,Routine,PM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,5,2,,,,1. Ae. Vigilax,1. None,11/04/2011,4000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1,7,,,,,,,,,,,,,,,
WP22.19,11/04/2011,15000,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.2,11/04/2011,360,Salt,Routine,PM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,10,6,,,,1. Ae. Vigilax,1. None,11/04/2011,360,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),0.5,7,,,,,,,,,,,,,,,
RB21.1,11/06/2011,1000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,1000,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.3,3,,,,,,,,,,,,,,,
RB21.2,11/04/2011,110,Dry,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,110,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.03,3,,,,,,,,,,,,,,,
RB21.3,11/04/2011,300,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,300,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.09,3,,,,,,,,,,,,,,,
